ID,Genus,Division,Percent,N15,Zone,Location,Region
D1 UO,Udotea sp.,Chlorophyta,1.0,2.5,2,Oahu,MHI
D1 UP,Udotea sp.,Chlorophyta,0.6,3.0,2,Oahu,MHI
D1 UR,Udotea sp.,Chlorophyta,0.7,3.2,2,Oahu,MHI
P4-188 UD13,Udotea sp.,Chlorophyta,0.9,2.4,2,Oahu,MHI
P4-188 UD14,Udotea sp.,Chlorophyta,0.4,3.0,2,Oahu,MHI
P4-188 UD15,Udotea sp.,Chlorophyta,1.4,2.4,2,Oahu,MHI
P4-188 UD16,Udotea sp.,Chlorophyta,1.5,2.3,2,Oahu,MHI
P4-188 UD17,Udotea sp.,Chlorophyta,1.5,2.5,2,Oahu,MHI
P4-188 UD18,Udotea sp.,Chlorophyta,0.6,2.9,2,Oahu,MHI
D1 UI,Udotea sp.,Chlorophyta,0.4,3.3,2,Oahu,MHI
D1 UL,Udotea sp.,Chlorophyta,0.5,3.2,2,Oahu,MHI
D1 UG,Udotea sp.,Chlorophyta,0.3,3.7,2,Oahu,MHI
D1 UH,Udotea sp.,Chlorophyta,0.4,3.3,2,Oahu,MHI
D1 UK,Udotea sp.,Chlorophyta,0.5,3.6,2,Oahu,MHI
P4-188 UD10,Udotea sp.,Chlorophyta,0.3,4.0,2,Oahu,MHI
P4-188 UD7,Udotea sp.,Chlorophyta,0.5,2.9,2,Oahu,MHI
P4-188 UD8,Udotea sp.,Chlorophyta,0.9,2.1,2,Oahu,MHI
P4-188 UD9,Udotea sp.,Chlorophyta,1.7,1.3,2,Oahu,MHI
D1 UC2A,Udotea sp.,Chlorophyta,0.6,2.2,2,Oahu,MHI
D1 UC2B,Udotea sp.,Chlorophyta,0.6,3.8,2,Oahu,MHI
D1 UC2C,Udotea sp.,Chlorophyta,0.4,3.9,2,Oahu,MHI
D1 UC2D,Udotea sp.,Chlorophyta,0.3,3.7,2,Oahu,MHI
D1 UC2E,Udotea sp.,Chlorophyta,1.4,2.0,2,Oahu,MHI
D1 UC2F,Udotea sp.,Chlorophyta,0.7,3.2,2,Oahu,MHI
D1 UC3A,Udotea sp.,Chlorophyta,0.4,3.1,2,Oahu,MHI
P4-188 UD1,Udotea sp.,Chlorophyta,0.5,3.5,2,Oahu,MHI
P4-188 UD2,Udotea sp.,Chlorophyta,0.5,3.0,2,Oahu,MHI
P4-188 UD3,Udotea sp.,Chlorophyta,0.6,2.8,2,Oahu,MHI
P4-188 UD4,Udotea sp.,Chlorophyta,1.1,1.9,2,Oahu,MHI
P4-188 UD5,Udotea sp.,Chlorophyta,0.4,3.6,2,Oahu,MHI
P4-188 UD6,Udotea sp.,Chlorophyta,0.4,2.8,2,Oahu,MHI
NWHI-385,Ulva/Umbraulva,Chlorophyta,0.4,4.1,2,Kure,NWHI
NWHI-372,Ulva/Umbraulva,Chlorophyta,2.0,5.3,2,Pearl & Hermes,NWHI
NWHI-184,Ulva/Umbraulva,Chlorophyta,0.3,3.5,2,FFS,NWHI
NWHI-380,Ulva/Umbraulva,Chlorophyta,0.6,5.3,2,Pearl & Hermes,NWHI
P4-190 UV3-1,Ulva/Umbraulva,Chlorophyta,0.9,4.7,2,Maui,MHI
P4-190 UV3-2,Ulva/Umbraulva,Chlorophyta,1.0,4.6,2,Maui,MHI
P4-190 UV3-3,Ulva/Umbraulva,Chlorophyta,1.0,4.9,2,Maui,MHI
P4-190 UV3-4,Ulva/Umbraulva,Chlorophyta,1.1,5.4,2,Maui,MHI
P4-190 UV3-5,Ulva/Umbraulva,Chlorophyta,1.1,5.0,2,Maui,MHI
P4-190 UV3-6,Ulva/Umbraulva,Chlorophyta,1.1,4.8,2,Maui,MHI
NWHI-1049a,Ulva/Umbraulva,Chlorophyta,0.7,5.3,2,Pearl & Hermes,NWHI
NWHI-1049c,Ulva/Umbraulva,Chlorophyta,0.6,5.2,2,Pearl & Hermes,NWHI
NWHI-362,Ulva/Umbraulva,Chlorophyta,0.9,5.8,2,Pioneer,NWHI
NWHI-365,Ulva/Umbraulva,Chlorophyta,1.1,5.8,2,Pioneer,NWHI
P4-189 UV1-1,Ulva/Umbraulva,Chlorophyta,1.2,6.0,2,Molokai,MHI
P4-189 UV1-2,Ulva/Umbraulva,Chlorophyta,1.3,8.5,2,Molokai,MHI
P4-189 UV1-3,Ulva/Umbraulva,Chlorophyta,1.0,6.4,2,Molokai,MHI
P4-189 UV1-4,Ulva/Umbraulva,Chlorophyta,1.5,5.1,2,Molokai,MHI
P4-189 UV1-5,Ulva/Umbraulva,Chlorophyta,1.0,5.5,2,Molokai,MHI
P4-189 UV1-6,Ulva/Umbraulva,Chlorophyta,1.2,5.6,2,Molokai,MHI
P4-189 UV2-1,Ulva/Umbraulva,Chlorophyta,1.6,4.0,2,Molokai,MHI
P4-189 UV2-10,Ulva/Umbraulva,Chlorophyta,1.5,4.9,2,Molokai,MHI
P4-189 UV2-11,Ulva/Umbraulva,Chlorophyta,1.4,7.2,2,Molokai,MHI
P4-189 UV2-12,Ulva/Umbraulva,Chlorophyta,1.7,4.0,2,Molokai,MHI
P4-189 UV2-2,Ulva/Umbraulva,Chlorophyta,1.7,3.3,2,Molokai,MHI
P4-189 UV2-3,Ulva/Umbraulva,Chlorophyta,1.6,3.3,2,Molokai,MHI
P4-189 UV2-4,Ulva/Umbraulva,Chlorophyta,1.9,3.0,2,Molokai,MHI
P4-189 UV2-5,Ulva/Umbraulva,Chlorophyta,1.7,3.9,2,Molokai,MHI
P4-189 UV2-6,Ulva/Umbraulva,Chlorophyta,1.7,3.7,2,Molokai,MHI
P4-189 UV2-7,Ulva/Umbraulva,Chlorophyta,1.3,5.0,2,Molokai,MHI
P4-189 UV2-8,Ulva/Umbraulva,Chlorophyta,1.3,4.5,2,Molokai,MHI
P4-189 UV2-9,Ulva/Umbraulva,Chlorophyta,1.4,4.4,2,Molokai,MHI
NWHI-330,Ulva/Umbraulva,Chlorophyta,1.6,2.4,2,FFS,NWHI
P5-736 56,Ulva/Umbraulva,Chlorophyta,2.2,3.4,2,Maui,MHI
NWHI-256-a,Ulva/Umbraulva,Chlorophyta,1.7,4.0,2,Lisianski,NWHI
P5-736 53,Ulva/Umbraulva,Chlorophyta,0.7,4.9,2,Maui,MHI
P5-736 51,Ulva/Umbraulva,Chlorophyta,0.5,5.9,2,Maui,MHI
NWHI-445,Ulva/Umbraulva,Chlorophyta,1.4,4.6,2,Kure,NWHI
P5-734 8,Ulva/Umbraulva,Chlorophyta,1.4,3.6,2,Maui,MHI
NWHI-426,Ulva/Umbraulva,Chlorophyta,1.1,4.6,2,Kure,NWHI
NWHI-336,Ulva/Umbraulva,Chlorophyta,1.7,3.7,2,FFS,NWHI
NWHI-397,Ulva/Umbraulva,Chlorophyta,1.7,4.8,2,Kure,NWHI
P5-734 1,Ulva/Umbraulva,Chlorophyta,1.4,3.5,2,Maui,MHI
P5-734 29,Ulva/Umbraulva,Chlorophyta,1.5,3.8,2,Maui,MHI
ULB-D2,Ulva/Umbraulva,Chlorophyta,1.7,3.4,2,Oahu,MHI
P4-190 UV2-13,Ulva/Umbraulva,Chlorophyta,1.1,5.3,2,Maui,MHI
P4-190 UV2-14,Ulva/Umbraulva,Chlorophyta,2.8,3.8,2,Maui,MHI
P4-190 UV2-15,Ulva/Umbraulva,Chlorophyta,1.1,3.9,2,Maui,MHI
P4-190 UV2-16,Ulva/Umbraulva,Chlorophyta,2.9,3.6,2,Maui,MHI
P4-190 UV2-17,Ulva/Umbraulva,Chlorophyta,2.6,3.4,2,Maui,MHI
P4-190 UV2-18,Ulva/Umbraulva,Chlorophyta,3.1,3.6,2,Maui,MHI
P5-736 65,Ulva/Umbraulva,Chlorophyta,2.3,3.1,2,Maui,MHI
P4-190 UV1-10,Ulva/Umbraulva,Chlorophyta,2.5,3.7,2,Maui,MHI
P4-190 UV1-11,Ulva/Umbraulva,Chlorophyta,3.2,4.2,2,Maui,MHI
P4-190 UV1-12,Ulva/Umbraulva,Chlorophyta,2.7,3.6,2,Maui,MHI
P4-232 3C,Ulva/Umbraulva,Chlorophyta,2.1,4.1,2,Maui,MHI
P4-232 3D,Ulva/Umbraulva,Chlorophyta,2.8,4.2,2,Maui,MHI
P4-232 3E,Ulva/Umbraulva,Chlorophyta,2.4,4.1,2,Maui,MHI
